year,level_1,level_2,value
2009,Remarriages,Groom Older By 2 Years,377
2009,Remarriages,Groom Older By 3 Years,396
2009,Remarriages,Groom Older By 4 Years,327
2009,Remarriages,Groom Older By 5 Years,306
2009,Remarriages,Groom Older By 6 Years,308
2009,Remarriages,Groom Older By 7 Years,342
2009,Remarriages,Groom Older By 8 Years,289
2009,Remarriages,Groom Older By 9 Years,250
2009,Remarriages,Groom Older By 10 Years,231
2009,Remarriages,Groom Older By 11 Years,226
2009,Remarriages,Groom Older By 12 Years,208
2009,Remarriages,Groom Older By 13 Years,217
2009,Remarriages,Groom Older By 14 Years,182
2009,Remarriages,Groom Older By 15-19 Years,557
2009,Remarriages,Groom Older By 20-24 Years,303
2009,Remarriages,Groom Older By 25 Years & Over,226
2009,Remarriages,Groom Younger By 1 Year,279
2009,Remarriages,Groom Younger By 2 Years,193
2009,Remarriages,Groom Younger By 3 Years,151
2009,Remarriages,Groom Younger By 4 Years,122
2009,Remarriages,Groom Younger By 5-9 Years,310
2009,Remarriages,Groom Younger By 10 Years & Over,128
2010,Total,Same Age,2929
2010,Total,Groom Older By 1 Year,2816
2010,Total,Groom Older By 2 Years,2550
2010,Total,Groom Older By 3 Years,2042
2010,Total,Groom Older By 4 Years,1771
2010,Total,Groom Older By 5 Years,1378
2010,Total,Groom Older By 6 Years,1102
2010,Total,Groom Older By 7 Years,832
2010,Total,Groom Older By 8 Years,695
2010,Total,Groom Older By 9 Years,565
2010,Total,Groom Older By 10 Years,514
2010,Total,Groom Older By 11 Years,412
2010,Total,Groom Older By 12 Years,368
2010,Total,Groom Older By 13 Years,298
2010,Total,Groom Older By 14 Years,245
2010,Total,Groom Older By 15-19 Years,889
2010,Total,Groom Older By 20-24 Years,463
2010,Total,Groom Older By 25 Years & Over,315
2010,Total,Groom Younger By 1 Year,1607
2010,Total,Groom Younger By 2 Years,759
2010,Total,Groom Younger By 3 Years,514
2010,Total,Groom Younger By 4 Years,362
2010,Total,Groom Younger By 5-9 Years,748
2010,Total,Groom Younger By 10 Years & Over,189
2010,First Marriages,Same Age,2599
2010,First Marriages,Groom Older By 1 Year,2442
2010,First Marriages,Groom Older By 2 Years,2196
2010,First Marriages,Groom Older By 3 Years,1705
2010,First Marriages,Groom Older By 4 Years,1429
2010,First Marriages,Groom Older By 5 Years,1065
2010,First Marriages,Groom Older By 6 Years,806
2010,First Marriages,Groom Older By 7 Years,557
2010,First Marriages,Groom Older By 8 Years,441
2010,First Marriages,Groom Older By 9 Years,323
2010,First Marriages,Groom Older By 10 Years,277
2010,First Marriages,Groom Older By 11 Years,197
2010,First Marriages,Groom Older By 12 Years,172
2010,First Marriages,Groom Older By 13 Years,118
2010,First Marriages,Groom Older By 14 Years,100
2010,First Marriages,Groom Older By 15-19 Years,331
2010,First Marriages,Groom Older By 20-24 Years,162
2010,First Marriages,Groom Older By 25 Years & Over,88
2010,First Marriages,Groom Younger By 1 Year,1342
2010,First Marriages,Groom Younger By 2 Years,590
2010,First Marriages,Groom Younger By 3 Years,364
2010,First Marriages,Groom Younger By 4 Years,252
2010,First Marriages,Groom Younger By 5-9 Years,397
2010,First Marriages,Groom Younger By 10 Years & Over,54
2010,Remarriages,Same Age,330
2010,Remarriages,Groom Older By 1 Year,374
2010,Remarriages,Groom Older By 2 Years,354
2010,Remarriages,Groom Older By 3 Years,337
2010,Remarriages,Groom Older By 4 Years,342
2010,Remarriages,Groom Older By 5 Years,313
2010,Remarriages,Groom Older By 6 Years,296
2010,Remarriages,Groom Older By 7 Years,275
2010,Remarriages,Groom Older By 8 Years,254
2010,Remarriages,Groom Older By 9 Years,242
2010,Remarriages,Groom Older By 10 Years,237
2010,Remarriages,Groom Older By 11 Years,215
2010,Remarriages,Groom Older By 12 Years,196
2010,Remarriages,Groom Older By 13 Years,180
2010,Remarriages,Groom Older By 14 Years,145
2010,Remarriages,Groom Older By 15-19 Years,558
2010,Remarriages,Groom Older By 20-24 Years,301
2010,Remarriages,Groom Older By 25 Years & Over,227
2010,Remarriages,Groom Younger By 1 Year,265
2010,Remarriages,Groom Younger By 2 Years,169
2010,Remarriages,Groom Younger By 3 Years,150
2010,Remarriages,Groom Younger By 4 Years,110
2010,Remarriages,Groom Younger By 5-9 Years,351
2010,Remarriages,Groom Younger By 10 Years & Over,135
2011,Total,Same Age,3421
2011,Total,Groom Older By 1 Year,3145
2011,Total,Groom Older By 2 Years,2906
2011,Total,Groom Older By 3 Years,2325
2011,Total,Groom Older By 4 Years,1929
2011,Total,Groom Older By 5 Years,1520
2011,Total,Groom Older By 6 Years,1155
2011,Total,Groom Older By 7 Years,971
2011,Total,Groom Older By 8 Years,809
2011,Total,Groom Older By 9 Years,590
2011,Total,Groom Older By 10 Years,508
2011,Total,Groom Older By 11 Years,448
2011,Total,Groom Older By 12 Years,371
2011,Total,Groom Older By 13 Years,309
2011,Total,Groom Older By 14 Years,301
2011,Total,Groom Older By 15-19 Years,1015
2011,Total,Groom Older By 20-24 Years,486
2011,Total,Groom Older By 25 Years & Over,352
2011,Total,Groom Younger By 1 Year,1794
2011,Total,Groom Younger By 2 Years,918
2011,Total,Groom Younger By 3 Years,578
2011,Total,Groom Younger By 4 Years,391
2011,Total,Groom Younger By 5-9 Years,786
2011,Total,Groom Younger By 10 Years & Over,230
2011,First Marriages,Same Age,3034
2011,First Marriages,Groom Older By 1 Year,2766
2011,First Marriages,Groom Older By 2 Years,2526
2011,First Marriages,Groom Older By 3 Years,1953
2011,First Marriages,Groom Older By 4 Years,1562
2011,First Marriages,Groom Older By 5 Years,1194
2011,First Marriages,Groom Older By 6 Years,836
2011,First Marriages,Groom Older By 7 Years,676
2011,First Marriages,Groom Older By 8 Years,519
2011,First Marriages,Groom Older By 9 Years,330
2011,First Marriages,Groom Older By 10 Years,291
2011,First Marriages,Groom Older By 11 Years,212
2011,First Marriages,Groom Older By 12 Years,161
2011,First Marriages,Groom Older By 13 Years,126
2011,First Marriages,Groom Older By 14 Years,112
2011,First Marriages,Groom Older By 15-19 Years,339
2011,First Marriages,Groom Older By 20-24 Years,133
2011,First Marriages,Groom Older By 25 Years & Over,110
2011,First Marriages,Groom Younger By 1 Year,1497
2011,First Marriages,Groom Younger By 2 Years,722
2011,First Marriages,Groom Younger By 3 Years,432
2011,First Marriages,Groom Younger By 4 Years,254
2011,First Marriages,Groom Younger By 5-9 Years,442
2011,First Marriages,Groom Younger By 10 Years & Over,88
2011,Remarriages,Same Age,387
2011,Remarriages,Groom Older By 1 Year,379
2011,Remarriages,Groom Older By 2 Years,380
2011,Remarriages,Groom Older By 3 Years,372
2011,Remarriages,Groom Older By 4 Years,367
2011,Remarriages,Groom Older By 5 Years,326
2011,Remarriages,Groom Older By 6 Years,319
2011,Remarriages,Groom Older By 7 Years,295
2011,Remarriages,Groom Older By 8 Years,290
2011,Remarriages,Groom Older By 9 Years,260
2011,Remarriages,Groom Older By 10 Years,217
2011,Remarriages,Groom Older By 11 Years,236
2011,Remarriages,Groom Older By 12 Years,210
2011,Remarriages,Groom Older By 13 Years,183
2011,Remarriages,Groom Older By 14 Years,189
2011,Remarriages,Groom Older By 15-19 Years,676
2011,Remarriages,Groom Older By 20-24 Years,353
2011,Remarriages,Groom Older By 25 Years & Over,242
2011,Remarriages,Groom Younger By 1 Year,297
2011,Remarriages,Groom Younger By 2 Years,196
2011,Remarriages,Groom Younger By 3 Years,146
2011,Remarriages,Groom Younger By 4 Years,137
2011,Remarriages,Groom Younger By 5-9 Years,344
2011,Remarriages,Groom Younger By 10 Years & Over,142
2012,Total,Same Age,3461
2012,Total,Groom Older By 1 Year,3315
2012,Total,Groom Older By 2 Years,2948
2012,Total,Groom Older By 3 Years,2459
2012,Total,Groom Older By 4 Years,1939
2012,Total,Groom Older By 5 Years,1531
2012,Total,Groom Older By 6 Years,1247
2012,Total,Groom Older By 7 Years,1014
2012,Total,Groom Older By 8 Years,777
2012,Total,Groom Older By 9 Years,688
2012,Total,Groom Older By 10 Years,549
2012,Total,Groom Older By 11 Years,428
2012,Total,Groom Older By 12 Years,383
2012,Total,Groom Older By 13 Years,291
2012,Total,Groom Older By 14 Years,260
2012,Total,Groom Older By 15-19 Years,903
2012,Total,Groom Older By 20-24 Years,491
2012,Total,Groom Older By 25 Years & Over,332
2012,Total,Groom Younger By 1 Year,1812
2012,Total,Groom Younger By 2 Years,989
2012,Total,Groom Younger By 3 Years,646
2012,Total,Groom Younger By 4 Years,424
2012,Total,Groom Younger By 5-9 Years,829
2012,Total,Groom Younger By 10 Years & Over,220
2012,First Marriages,Same Age,3083
2012,First Marriages,Groom Older By 1 Year,2936
2012,First Marriages,Groom Older By 2 Years,2518
2012,First Marriages,Groom Older By 3 Years,2080
2012,First Marriages,Groom Older By 4 Years,1570
2012,First Marriages,Groom Older By 5 Years,1205
2012,First Marriages,Groom Older By 6 Years,909
2012,First Marriages,Groom Older By 7 Years,698
2012,First Marriages,Groom Older By 8 Years,487
2012,First Marriages,Groom Older By 9 Years,409
2012,First Marriages,Groom Older By 10 Years,305
2012,First Marriages,Groom Older By 11 Years,207
2012,First Marriages,Groom Older By 12 Years,175
2012,First Marriages,Groom Older By 13 Years,125
2012,First Marriages,Groom Older By 14 Years,100
2012,First Marriages,Groom Older By 15-19 Years,295
2012,First Marriages,Groom Older By 20-24 Years,142
2012,First Marriages,Groom Older By 25 Years & Over,85
2012,First Marriages,Groom Younger By 1 Year,1526
2012,First Marriages,Groom Younger By 2 Years,777
2012,First Marriages,Groom Younger By 3 Years,461
2012,First Marriages,Groom Younger By 4 Years,294
2012,First Marriages,Groom Younger By 5-9 Years,465
2012,First Marriages,Groom Younger By 10 Years & Over,78
2012,Remarriages,Same Age,378
2012,Remarriages,Groom Older By 1 Year,379
2012,Remarriages,Groom Older By 2 Years,430
2012,Remarriages,Groom Older By 3 Years,379
2012,Remarriages,Groom Older By 4 Years,369
2012,Remarriages,Groom Older By 5 Years,326
2012,Remarriages,Groom Older By 6 Years,338
2012,Remarriages,Groom Older By 7 Years,316
2012,Remarriages,Groom Older By 8 Years,290
2012,Remarriages,Groom Older By 9 Years,279
2012,Remarriages,Groom Older By 10 Years,244
2012,Remarriages,Groom Older By 11 Years,221
2012,Remarriages,Groom Older By 12 Years,208
2012,Remarriages,Groom Older By 13 Years,166
2012,Remarriages,Groom Older By 14 Years,160
2012,Remarriages,Groom Older By 15-19 Years,608
2012,Remarriages,Groom Older By 20-24 Years,349
2012,Remarriages,Groom Older By 25 Years & Over,247
2012,Remarriages,Groom Younger By 1 Year,286
2012,Remarriages,Groom Younger By 2 Years,212
2012,Remarriages,Groom Younger By 3 Years,185
2012,Remarriages,Groom Younger By 4 Years,130
2012,Remarriages,Groom Younger By 5-9 Years,364
2012,Remarriages,Groom Younger By 10 Years & Over,142
2013,Total,Same Age,3408
2013,Total,Groom Older By 1 Year,3110
2013,Total,Groom Older By 2 Years,2808
2013,Total,Groom Older By 3 Years,2331
2013,Total,Groom Older By 4 Years,1789
2013,Total,Groom Older By 5 Years,1387
2013,Total,Groom Older By 6 Years,1160
2013,Total,Groom Older By 7 Years,957
2013,Total,Groom Older By 8 Years,747
2013,Total,Groom Older By 9 Years,586
2013,Total,Groom Older By 10 Years,485
2013,Total,Groom Older By 11 Years,384
2013,Total,Groom Older By 12 Years,362
2013,Total,Groom Older By 13 Years,283
2013,Total,Groom Older By 14 Years,258
2013,Total,Groom Older By 15-19 Years,863
2013,Total,Groom Older By 20-24 Years,398
2013,Total,Groom Older By 25 Years & Over,284
2013,Total,Groom Younger By 1 Year,1716
2013,Total,Groom Younger By 2 Years,979
2013,Total,Groom Younger By 3 Years,564
2013,Total,Groom Younger By 4 Years,396
2013,Total,Groom Younger By 5-9 Years,781
2013,Total,Groom Younger By 10 Years & Over,218
2013,First Marriages,Same Age,3016
2013,First Marriages,Groom Older By 1 Year,2726
2013,First Marriages,Groom Older By 2 Years,2448
2013,First Marriages,Groom Older By 3 Years,1962
2013,First Marriages,Groom Older By 4 Years,1461
2013,First Marriages,Groom Older By 5 Years,1091
2013,First Marriages,Groom Older By 6 Years,840
2013,First Marriages,Groom Older By 7 Years,646
2013,First Marriages,Groom Older By 8 Years,491
2013,First Marriages,Groom Older By 9 Years,346
2013,First Marriages,Groom Older By 10 Years,249
2013,First Marriages,Groom Older By 11 Years,221
2013,First Marriages,Groom Older By 12 Years,159
2013,First Marriages,Groom Older By 13 Years,114
2013,First Marriages,Groom Older By 14 Years,90
2013,First Marriages,Groom Older By 15-19 Years,279
2013,First Marriages,Groom Older By 20-24 Years,88
2013,First Marriages,Groom Older By 25 Years & Over,56
2013,First Marriages,Groom Younger By 1 Year,1467
2013,First Marriages,Groom Younger By 2 Years,770
2013,First Marriages,Groom Younger By 3 Years,407
2013,First Marriages,Groom Younger By 4 Years,273
2013,First Marriages,Groom Younger By 5-9 Years,433
2013,First Marriages,Groom Younger By 10 Years & Over,73
2013,Remarriages,Same Age,392
2013,Remarriages,Groom Older By 1 Year,384
2013,Remarriages,Groom Older By 2 Years,360
2013,Remarriages,Groom Older By 3 Years,369
2013,Remarriages,Groom Older By 4 Years,328
2013,Remarriages,Groom Older By 5 Years,296
2013,Remarriages,Groom Older By 6 Years,320
2013,Remarriages,Groom Older By 7 Years,311
2013,Remarriages,Groom Older By 8 Years,256
2013,Remarriages,Groom Older By 9 Years,240
2013,Remarriages,Groom Older By 10 Years,236
2013,Remarriages,Groom Older By 11 Years,163
2013,Remarriages,Groom Older By 12 Years,203
2013,Remarriages,Groom Older By 13 Years,169
2013,Remarriages,Groom Older By 14 Years,168
2013,Remarriages,Groom Older By 15-19 Years,584
2013,Remarriages,Groom Older By 20-24 Years,310
2013,Remarriages,Groom Older By 25 Years & Over,228
2013,Remarriages,Groom Younger By 1 Year,249
2013,Remarriages,Groom Younger By 2 Years,209
2013,Remarriages,Groom Younger By 3 Years,157
2013,Remarriages,Groom Younger By 4 Years,123
2013,Remarriages,Groom Younger By 5-9 Years,348
2013,Remarriages,Groom Younger By 10 Years & Over,145
2014,Total,Same Age,3723
2014,Total,Groom Older By 1 Year,3446
2014,Total,Groom Older By 2 Years,3209
2014,Total,Groom Older By 3 Years,2563
2014,Total,Groom Older By 4 Years,2084
2014,Total,Groom Older By 5 Years,1641
2014,Total,Groom Older By 6 Years,1089
2014,Total,Groom Older By 7 Years,973
2014,Total,Groom Older By 8 Years,708
2014,Total,Groom Older By 9 Years,611
2014,Total,Groom Older By 10 Years,487
2014,Total,Groom Older By 11 Years,429
2014,Total,Groom Older By 12 Years,357
2014,Total,Groom Older By 13 Years,281
2014,Total,Groom Older By 14 Years,259
2014,Total,Groom Older By 15-19 Years,876
2014,Total,Groom Older By 20-24 Years,376
2014,Total,Groom Older By 25 Years & Over,259
2014,Total,Groom Younger By 1 Year,1946
2014,Total,Groom Younger By 2 Years,1015
2014,Total,Groom Younger By 3 Years,613
2014,Total,Groom Younger By 4 Years,451
2014,Total,Groom Younger By 5-9 Years,761
2014,Total,Groom Younger By 10 Years & Over,250
2014,First Marriages,Same Age,3313
2014,First Marriages,Groom Older By 1 Year,3038
2014,First Marriages,Groom Older By 2 Years,2840
2014,First Marriages,Groom Older By 3 Years,2202
2014,First Marriages,Groom Older By 4 Years,1718
2014,First Marriages,Groom Older By 5 Years,1271
2014,First Marriages,Groom Older By 6 Years,799
2014,First Marriages,Groom Older By 7 Years,681
2014,First Marriages,Groom Older By 8 Years,433
2014,First Marriages,Groom Older By 9 Years,357
2014,First Marriages,Groom Older By 10 Years,260
2014,First Marriages,Groom Older By 11 Years,197
2014,First Marriages,Groom Older By 12 Years,143
2014,First Marriages,Groom Older By 13 Years,133
2014,First Marriages,Groom Older By 14 Years,99
2014,First Marriages,Groom Older By 15-19 Years,240
2014,First Marriages,Groom Older By 20-24 Years,85
2014,First Marriages,Groom Older By 25 Years & Over,39
2014,First Marriages,Groom Younger By 1 Year,1675
2014,First Marriages,Groom Younger By 2 Years,792
2014,First Marriages,Groom Younger By 3 Years,453
2014,First Marriages,Groom Younger By 4 Years,295
2014,First Marriages,Groom Younger By 5-9 Years,422
2014,First Marriages,Groom Younger By 10 Years & Over,70
2014,Remarriages,Same Age,410
2014,Remarriages,Groom Older By 1 Year,408
2014,Remarriages,Groom Older By 2 Years,369
2014,Remarriages,Groom Older By 3 Years,361
2014,Remarriages,Groom Older By 4 Years,366
2014,Remarriages,Groom Older By 5 Years,370
2014,Remarriages,Groom Older By 6 Years,290
2014,Remarriages,Groom Older By 7 Years,292
2014,Remarriages,Groom Older By 8 Years,275
2014,Remarriages,Groom Older By 9 Years,254
2014,Remarriages,Groom Older By 10 Years,227
2014,Remarriages,Groom Older By 11 Years,232
2014,Remarriages,Groom Older By 12 Years,214
2014,Remarriages,Groom Older By 13 Years,148
2014,Remarriages,Groom Older By 14 Years,160
2014,Remarriages,Groom Older By 15-19 Years,636
2014,Remarriages,Groom Older By 20-24 Years,291
2014,Remarriages,Groom Older By 25 Years & Over,220
2014,Remarriages,Groom Younger By 1 Year,271
2014,Remarriages,Groom Younger By 2 Years,223
2014,Remarriages,Groom Younger By 3 Years,160
2014,Remarriages,Groom Younger By 4 Years,156
2014,Remarriages,Groom Younger By 5-9 Years,339
2014,Remarriages,Groom Younger By 10 Years & Over,180
2015,Total,Same Age,3840
2015,Total,Groom Older By 1 Year,3516
2015,Total,Groom Older By 2 Years,3227
2015,Total,Groom Older By 3 Years,2473
2015,Total,Groom Older By 4 Years,1967
2015,Total,Groom Older By 5 Years,1547
2015,Total,Groom Older By 6 Years,1172
2015,Total,Groom Older By 7 Years,963
2015,Total,Groom Older By 8 Years,710
2015,Total,Groom Older By 9 Years,604
2015,Total,Groom Older By 10 Years,498
2015,Total,Groom Older By 11 Years,468
2015,Total,Groom Older By 12 Years,340
2015,Total,Groom Older By 13 Years,296
2015,Total,Groom Older By 14 Years,239
2015,Total,Groom Older By 15-19 Years,766
2015,Total,Groom Older By 20-24 Years,365
2015,Total,Groom Older By 25 Years & Over,263
2015,Total,Groom Younger By 1 Year,1947
2015,Total,Groom Younger By 2 Years,966
2015,Total,Groom Younger By 3 Years,657
2015,Total,Groom Younger By 4 Years,453
2015,Total,Groom Younger By 5-9 Years,800
2015,Total,Groom Younger By 10 Years & Over,245
2015,First Marriages,Same Age,3448
2015,First Marriages,Groom Older By 1 Year,3120
2015,First Marriages,Groom Older By 2 Years,2844
2015,First Marriages,Groom Older By 3 Years,2154
2015,First Marriages,Groom Older By 4 Years,1641
2015,First Marriages,Groom Older By 5 Years,1207
2015,First Marriages,Groom Older By 6 Years,867
2015,First Marriages,Groom Older By 7 Years,649
2015,First Marriages,Groom Older By 8 Years,457
2015,First Marriages,Groom Older By 9 Years,325
2015,First Marriages,Groom Older By 10 Years,260
2015,First Marriages,Groom Older By 11 Years,225
2015,First Marriages,Groom Older By 12 Years,153
2015,First Marriages,Groom Older By 13 Years,118
2015,First Marriages,Groom Older By 14 Years,89
2015,First Marriages,Groom Older By 15-19 Years,224
2015,First Marriages,Groom Older By 20-24 Years,75
2015,First Marriages,Groom Older By 25 Years & Over,48
2015,First Marriages,Groom Younger By 1 Year,1656
2015,First Marriages,Groom Younger By 2 Years,752
2015,First Marriages,Groom Younger By 3 Years,494
2015,First Marriages,Groom Younger By 4 Years,299
2015,First Marriages,Groom Younger By 5-9 Years,451
2015,First Marriages,Groom Younger By 10 Years & Over,83
2015,Remarriages,Same Age,392
2015,Remarriages,Groom Older By 1 Year,396
2015,Remarriages,Groom Older By 2 Years,383
2015,Remarriages,Groom Older By 3 Years,319
2015,Remarriages,Groom Older By 4 Years,326
2015,Remarriages,Groom Older By 5 Years,340
2015,Remarriages,Groom Older By 6 Years,305
2015,Remarriages,Groom Older By 7 Years,314
2015,Remarriages,Groom Older By 8 Years,253
2015,Remarriages,Groom Older By 9 Years,279
2015,Remarriages,Groom Older By 10 Years,238
2015,Remarriages,Groom Older By 11 Years,243
2015,Remarriages,Groom Older By 12 Years,187
2015,Remarriages,Groom Older By 13 Years,178
2015,Remarriages,Groom Older By 14 Years,150
2015,Remarriages,Groom Older By 15-19 Years,542
2015,Remarriages,Groom Older By 20-24 Years,290
2015,Remarriages,Groom Older By 25 Years & Over,215
2015,Remarriages,Groom Younger By 1 Year,291
2015,Remarriages,Groom Younger By 2 Years,214
2015,Remarriages,Groom Younger By 3 Years,163
2015,Remarriages,Groom Younger By 4 Years,154
2015,Remarriages,Groom Younger By 5-9 Years,349
2015,Remarriages,Groom Younger By 10 Years & Over,162
2016,Total,Same Age,3843
2016,Total,Groom Older By 1 Year,3574
2016,Total,Groom Older By 2 Years,3115
2016,Total,Groom Older By 3 Years,2551
2016,Total,Groom Older By 4 Years,1959
2016,Total,Groom Older By 5 Years,1500
2016,Total,Groom Older By 6 Years,1106
2016,Total,Groom Older By 7 Years,929
2016,Total,Groom Older By 8 Years,755
2016,Total,Groom Older By 9 Years,542
2016,Total,Groom Older By 10 Years,468
2016,Total,Groom Older By 11 Years,397
2016,Total,Groom Older By 12 Years,300
2016,Total,Groom Older By 13 Years,247
2016,Total,Groom Older By 14 Years,216
2016,Total,Groom Older By 15-19 Years,767
2016,Total,Groom Older By 20-24 Years,348
2016,Total,Groom Older By 25 Years & Over,253
2016,Total,Groom Younger By 1 Year,2061
2016,Total,Groom Younger By 2 Years,997
2016,Total,Groom Younger By 3 Years,616
2016,Total,Groom Younger By 4 Years,415
2016,Total,Groom Younger By 5-9 Years,754
2016,Total,Groom Younger By 10 Years & Over,258
2016,First Marriages,Same Age,3412
2016,First Marriages,Groom Older By 1 Year,3190
2016,First Marriages,Groom Older By 2 Years,2757
2016,First Marriages,Groom Older By 3 Years,2188
2016,First Marriages,Groom Older By 4 Years,1624
2016,First Marriages,Groom Older By 5 Years,1160
2016,First Marriages,Groom Older By 6 Years,822
2016,First Marriages,Groom Older By 7 Years,648
2016,First Marriages,Groom Older By 8 Years,451
2016,First Marriages,Groom Older By 9 Years,321
2016,First Marriages,Groom Older By 10 Years,215
2016,First Marriages,Groom Older By 11 Years,187
2016,First Marriages,Groom Older By 12 Years,111
2016,First Marriages,Groom Older By 13 Years,90
2016,First Marriages,Groom Older By 14 Years,80
2016,First Marriages,Groom Older By 15-19 Years,229
2016,First Marriages,Groom Older By 20-24 Years,63
2016,First Marriages,Groom Older By 25 Years & Over,46
2016,First Marriages,Groom Younger By 1 Year,1756
2016,First Marriages,Groom Younger By 2 Years,784
2016,First Marriages,Groom Younger By 3 Years,437
2016,First Marriages,Groom Younger By 4 Years,294
2016,First Marriages,Groom Younger By 5-9 Years,411
2016,First Marriages,Groom Younger By 10 Years & Over,88
2016,Remarriages,Same Age,431
2016,Remarriages,Groom Older By 1 Year,384
2016,Remarriages,Groom Older By 2 Years,358
2016,Remarriages,Groom Older By 3 Years,363
2016,Remarriages,Groom Older By 4 Years,335
2016,Remarriages,Groom Older By 5 Years,340
2016,Remarriages,Groom Older By 6 Years,284
2016,Remarriages,Groom Older By 7 Years,281
2016,Remarriages,Groom Older By 8 Years,304
2016,Remarriages,Groom Older By 9 Years,221
2016,Remarriages,Groom Older By 10 Years,253
2016,Remarriages,Groom Older By 11 Years,210
2016,Remarriages,Groom Older By 12 Years,189
2016,Remarriages,Groom Older By 13 Years,157
2016,Remarriages,Groom Older By 14 Years,136
2016,Remarriages,Groom Older By 15-19 Years,538
2016,Remarriages,Groom Older By 20-24 Years,285
2016,Remarriages,Groom Older By 25 Years & Over,207
2016,Remarriages,Groom Younger By 1 Year,305
2016,Remarriages,Groom Younger By 2 Years,213
2016,Remarriages,Groom Younger By 3 Years,179
2016,Remarriages,Groom Younger By 4 Years,121
2016,Remarriages,Groom Younger By 5-9 Years,343
2016,Remarriages,Groom Younger By 10 Years & Over,170
2017,Total,Same Age,4069
2017,Total,Groom Older By 1 Year,3726
2017,Total,Groom Older By 2 Years,3300
2017,Total,Groom Older By 3 Years,2607
2017,Total,Groom Older By 4 Years,1944
2017,Total,Groom Older By 5 Years,1442
2017,Total,Groom Older By 6 Years,1106
2017,Total,Groom Older By 7 Years,886
2017,Total,Groom Older By 8 Years,639
2017,Total,Groom Older By 9 Years,506
2017,Total,Groom Older By 10 Years,438
2017,Total,Groom Older By 11 Years,363
2017,Total,Groom Older By 12 Years,325
2017,Total,Groom Older By 13 Years,223
2017,Total,Groom Older By 14 Years,228
2017,Total,Groom Older By 15-19 Years,684
2017,Total,Groom Older By 20-24 Years,316
2017,Total,Groom Older By 25 Years & Over,197
2017,Total,Groom Younger By 1 Year,2087
2017,Total,Groom Younger By 2 Years,1018
2017,Total,Groom Younger By 3 Years,627
2017,Total,Groom Younger By 4 Years,409
2017,Total,Groom Younger By 5-9 Years,835
2017,Total,Groom Younger By 10 Years & Over,237
2017,First Marriages,Same Age,3671
2017,First Marriages,Groom Older By 1 Year,3346
2017,First Marriages,Groom Older By 2 Years,2900
2017,First Marriages,Groom Older By 3 Years,2226
2017,First Marriages,Groom Older By 4 Years,1619
2017,First Marriages,Groom Older By 5 Years,1133
2017,First Marriages,Groom Older By 6 Years,824
2017,First Marriages,Groom Older By 7 Years,602
2017,First Marriages,Groom Older By 8 Years,378
2017,First Marriages,Groom Older By 9 Years,284
2017,First Marriages,Groom Older By 10 Years,206
2017,First Marriages,Groom Older By 11 Years,163
2017,First Marriages,Groom Older By 12 Years,125
2017,First Marriages,Groom Older By 13 Years,76
2017,First Marriages,Groom Older By 14 Years,69
2017,First Marriages,Groom Older By 15-19 Years,184
2017,First Marriages,Groom Older By 20-24 Years,62
2017,First Marriages,Groom Older By 25 Years & Over,27
2017,First Marriages,Groom Younger By 1 Year,1801
2017,First Marriages,Groom Younger By 2 Years,816
2017,First Marriages,Groom Younger By 3 Years,475
2017,First Marriages,Groom Younger By 4 Years,281
2017,First Marriages,Groom Younger By 5-9 Years,471
2017,First Marriages,Groom Younger By 10 Years & Over,67
2017,Remarriages,Same Age,398
2017,Remarriages,Groom Older By 1 Year,380
2017,Remarriages,Groom Older By 2 Years,400
2017,Remarriages,Groom Older By 3 Years,381
2017,Remarriages,Groom Older By 4 Years,325
2017,Remarriages,Groom Older By 5 Years,309
2017,Remarriages,Groom Older By 6 Years,282
2017,Remarriages,Groom Older By 7 Years,284
2017,Remarriages,Groom Older By 8 Years,261
2017,Remarriages,Groom Older By 9 Years,222
2017,Remarriages,Groom Older By 10 Years,232
2017,Remarriages,Groom Older By 11 Years,200
2017,Remarriages,Groom Older By 12 Years,200
2017,Remarriages,Groom Older By 13 Years,147
2017,Remarriages,Groom Older By 14 Years,159
2017,Remarriages,Groom Older By 15-19 Years,500
2017,Remarriages,Groom Older By 20-24 Years,254
2017,Remarriages,Groom Older By 25 Years & Over,170
2017,Remarriages,Groom Younger By 1 Year,286
2017,Remarriages,Groom Younger By 2 Years,202
2017,Remarriages,Groom Younger By 3 Years,152
2017,Remarriages,Groom Younger By 4 Years,128
2017,Remarriages,Groom Younger By 5-9 Years,364
2017,Remarriages,Groom Younger By 10 Years & Over,170
2018,Total,Same Age,3840
2018,Total,Groom Older By 1 Year,3510
2018,Total,Groom Older By 2 Years,3226
2018,Total,Groom Older By 3 Years,2632
2018,Total,Groom Older By 4 Years,1868
2018,Total,Groom Older By 5 Years,1417
2018,Total,Groom Older By 6 Years,1120
2018,Total,Groom Older By 7 Years,827
2018,Total,Groom Older By 8 Years,632
2018,Total,Groom Older By 9 Years,498
2018,Total,Groom Older By 10 Years,391
2018,Total,Groom Older By 11 Years,333
2018,Total,Groom Older By 12 Years,248
2018,Total,Groom Older By 13 Years,215
2018,Total,Groom Older By 14 Years,209
2018,Total,Groom Older By 15-19 Years,648
2018,Total,Groom Older By 20-24 Years,283
2018,Total,Groom Older By 25 Years & Over,196
2018,Total,Groom Younger By 1 Year,1983
